,topic,document
2531,37,"Overlook of Playground Reserve: This is a very nice overview look of the playground reserve in the park which includes plenty of playground equipment, free public sheltered barbeque, bins, nicely cut grass and water fountains."
2532,37,Oval: One of the best ovals around. This one looks very nice and green with very finely cut grass. Looking good for ball games and running.
2533,55,Bundoora Homestead Art Centre: This art centre is a historic house gallery with a cafe and free admission. The front garden looks amazing.  
2534,32,Beautiful looking house: This house or mansion was the finest looking in my opinion out of the already nice looking houses in the street and area. I thought it was a hotel.
2535,66,Electric towers: Two electric towers located close-by the hill just on the edge.
2536,29,Mount Cooper scenery view: A very nice distant outlook from the top of the hill. A lot can be seen from here. It's 137 meters above sea level- the highest point in Melbourne's metro area.
2537,0,"Lake: This lake (or pond) had many ducks swimming in it. The bench there was great for sitting down, relaxing, and seeing the ducks."
2538,66,Electric towers: Two big electric towers close-by the hill just on the edge.
2539,32,Information Hut: At the day car park there is an information hut with toilets and a big map to help you find your way.
2540,17,"Map of Dinner Plain Village and walking tracks: This walk goes through the Alpine bog reserve, onto the red lined 4WD track then to Charmichael Falls."
2541,11,"Playgound and picnic area: Right next to the information hut and sign posts is a playground, giant chess board and picnic tables."
2542,17,Vehical access  track: This track loops the village and takes you to the start of the Charmichael Falls track.
2543,34,Fallen Tree: Much of this area was cleared to make a fire break to protect the village from the 2012 summer bushfires.
2544,17,Start of the Charmichael Falls track: Look out for this sign on your right and follow this path.
2545,36,Track markers: Look out for these orange markers hanging on the tree trunks to guide your way.
2546,5,Natures colours: The colors of nature change with the seasons.
2547,22,Secret falls: Look out for the unmarked fork in the path leading down to another mini falls. 
2548,22,Mini falls: The fresh snowy water making it's way down the mountain.
2549,76,"Hazard: There can be water on the track in places.
"
2550,17,Alpine beauty: The highland scenery.
2551,17,Alpine Bog track: Turn around here so you can take note of the entrance to the Alpine Bog track on your return.
2552,22,Zig- Zac down the mountain: The track cuts back and forth down this steep section to the viewing platform.
2553,22,Viewing platform: Just a little way further down the track is this viewing platform.
2554,22,Charmichael Falls: As seen from the viewing platform.
2555,34,Tree tops view: From the viewing platform you can see for miles over the undulating mountains and tree tops.
2556,17,Alpine Bog Reserve: Turn off to your left and follow the track through this permanently wet area which supports rare flora and fauna. 
2557,0,"Hidden Grove wetlands: There are several ways to access these wetlands, best to jump in and start exploring."
2558,0,"Keep your eyes open: Even a bird this small can catch your attention! This fella was chatty and chirpy, posing for a photograph."
2559,4,Pencil Park playground: Look out for the towering pencils in different colours. The playground nearby is great fun too. 
2560,11,"Covered BBQ facilities: With the playground nearby and so many walking paths on the horizon, this is a handy spot to have a picnic or bbq and let the little ones play."
2561,63,"Keysborough Golf Club: Walk along the south perimeter of the parklands, you'll spot the lush greens that belong to Keysborough Golf Club. Follow this path along until you reach the start of the next wetland area."
2562,0,"Tatterson Park wetlands: As you wander through the Tatterson Park wetlands, envious of the homes on either side, look for other homes of the watery variety. A family of black swans have taken up residence here."
2563,0,"Chirpy residents: As you walk, see if you can spot some of the native birds in the area. Black swans are easier to see than some of the smaller varieties. While others are louder than most!"
2564,0,Blue sky view: A footbridge in the centre of the park offers a sweeping view of the wetlands.
2565,15,"Springers Leisure Centre: This is the perfect spot for an air-conditioned rest, a cuppa and snack. You might even shoot some hoops while you're here!"
2566,23,"Beautiful walking trails: Be sure to wear a hat on sunny days. While there are trees closer to the woodland area, it's pretty steamy in full sun along the wetlands walking track."
2567,32,"Tatterson Park Community Sporting Complex: You can't see it right now, but if you look south to the two ovals in the distance, that's where a brand new sporting complex is set to be built in 2016. Stay tuned!"
2568,0,"World of Insects: Quite possibly the cutest playground in the world, this one features ladybugs, ants, beehives and a giant magnifying glass! The design was chosen by the community and has an environmental theme."
2569,0,Arachnophobes beware...: Just joking. These spiders are for climbing on! Bugs too. Another aspect of the World of Insects playground in Tattersons Park. Not everything's cute it seems.
2570,5,"20-hectare woodlands: Maurie Jarvis Woodland is named after a councilor and three-time local mayor who had a passion for native trees and their preservation. More than 20,000 indigenous trees were planted here in 2005."
2571,0,Transition into wetlands: It's here on the edge of the woodlands that the wetlands begin. A stunning transition.
2572,4,One of many playgrounds: This playground is closest to Lake View Boulevard. There's a big tree nearby and a duck colony too.
2573,0,"Distinctly different wetland: Cafardi Boulevard offers a different style of wetlands, at first, as it moves away from the rich woodland of Tatterson Park. Follow the street to reach Hidden Grove."
2574,38,Dunolly Town Hall: It was the original County Court from 1884 swapped functions and became the Dunolly Town Hall in 1890.
2575,38,"Dunolly Museum: Dunolly Museum is home to the anvil that the world's largest nugget (69kg), 'The Welcome Stranger', was cut up on in 1896."
2576,75,Original streetscape showing Coach Office and Billiards buildings: Original streetscape showing Coach Office and Billiards buildings and part of TP Daly General Merchant.
2577,50,Dunolly Post Office 1892: The Dunolly Post Office was built in 1891 with the clock installed in 1949 as a Second World War memorial as well as the soldiers plaque in the front wall.
2578,38,London Chartered Bank: ‘The Welcome Stranger’ nugget was brought to Dunolly to be sold at the London Chartered Bank in Broadway. The building is now a private residence.
2579,27,"McBrides Ironmonger: The two-storey ironmongery shop and dwelling was built in 1863 by Peter and Catherine McBride, who came to Dunolly from Scotland in 1857."
2580,59,"Footers Mansion 1865: Once a privately-owned grand house, it is now a B&B."
2581,7,Dunolly Uniting Church: One of the few buildings in Dunolly that hasn't changed its use!
2582,20,Wesleyan Jubilee Sabbath School 1886: A very grand building that is now used as an op shop.
2583,58,"Belleville 1869: Owned by politician James Bell and designed by a local store keeper, Thomas Tyrer."
2584,50,"Original Dunolly Town Hall 1862: The town hall was complete with a public library and reading room, as well as council chamber and offices."
2585,38,Lock Up 1863: The Lock Up was built as one of the police and court buildings on the government and legal precinct on Market Street. It was used until the Dunolly Court closed in 1981.
2586,52,Police Station 1958: This is an example of a typical 1950s standard rural area police station.
2587,50,Land Titles Office: It was also a Postal and Telegraph Office 1872-91
2588,50,Post Office: Lands and Survey Office 1861
2589,38,"First Court House, County Court 1858: The former County Court House was constructed of coursed bluestone by James Nichols. It is now a Masonic Temple."
2590,68,Chauncy Cottage 1859: Chauncy was District Surveyor from 1861
2591,70,"Noisy Miner: Not to be confused with the Common Myna, the native Noisy Miners assist each other to raise their young.  They form large groups and actively defend their territory."
2592,23,Heathlands: The last section of the walk winds along the edge of beautiful native heathland that supports a wide variety of fauna. A large section of heathland is fenced off for conservation.
