,topic,document
2088,7,Historic hs: I like to admire these lovely hs. They make the town a pleasure to walk around.
2089,54,Stones: I like the way these stone decorate the street.
2090,34,"River view: my stretch of the River is beautiful, though it did flood recently after heavy rains."
2091,8,"Old historic hospital : My brother and I were born here. At present, it' future is uncertain. Will it be sold to the developers? Will it become a community facility? Would be good to see it preserved."
2092,33,"Wedge Street: Tree line boulevard. Pretty in spring, cool in summer, stunning in autumn. If only all my street could look like this!"
2093,34,Trough: For a time when horse and carriage were my main form of transport (apart from walking of course!).
2094,72,"Brocklnk Drive: Alway an amazing spot for a wander. The fresh air from the tree is amazing, especially after walking up a steep hill!"
2095,24,"G old gum trees: Beautiful gum tree greet you as you begin ymy walk. If you look closely enough, you might spot the Yingabeal Aboriginal scar tree."
2096,3,"Doll' H: An old milking shed that wa later used to store artwork by Sidney Nolan, including hi famou Ned series!"
2097,7,Heide kitchen garden: A garden ming with fresh herb and produce used by the onsite cafe.
2098,7,"Wild garden: Thi rambling cottage garden is deful at any time, especially in the morning with the sun' ray streaming through."
2099,5,The oak tree: Thi g old oak tree wa planted in . It' beautifully shady and it autumnal hue are still apparent in the middle of winter!
2100,61,"Heide I: Thi is the h that the Reed family lived for rs. Here, many artists, including Sidney Nolan, Tucker and Joy came to visit, stay and create."
2101,11,"Ring of Saturn, Inge King: Inge fled to England from Germany as a refugee, then later settled in ia. Her other famou work include the black wave on the lawn of the NGV, and red ringed structure on EastLink."
2102,7,Heide Ius kitchen garden: A most productive kitchen garden. Stroll through here and be inspired about what to grow for ymy own garden :)
2103,16,"Rose Walk Pavillion: Thi is the perfect place to have a seat to enjoy ymy surroundings, have a picnic or simply catch the ray of sunshine as they filter through the wooden groove of thi beautiful structure."
2104,34,Flowing : You can catch glimpse of the as you walk past in the wooded river bank. You can extend ymy walk by joining the path to the neighbouring .
2105,45,"Tree for climbing: We discovered some g old tree that were perfect for climbing, admiring or simply for enjoying it shade."
2106,20,"Cows, Jeff Thomon: Perhap the most photographed sculpture at Heide. Presumably thi art work pay trus to the history of the property as a dairy farm."
2107,63,"Bee hives: We spotted a whole lot of bee hives! There must be an abundance of honey. We enjoyed listening to the buzz of activity near the hive (obviously you shouldn't get too close, or else...)."
2108,38,"ett Cove Beach: Looking from the cafe, along the beach. Those s were dropped there by the melting of a ntal ice-sheet at the end of the Permian era some million rs ago!"
2109,69,Singing Honeters: Singing Honeter are plentiful in the coastal heath.
2110,68,"The : A climb take you to the , the Sugarloaf and right into the layer of sments."
2111,2,Red sand with Kestrel: The colour are amazing!
2112,37,The : The path move from beach level to the cliff tops.
2113,38,"Permian Pavement: Thi sheet of rock is covered with p scratches. ""So what?"", you say. Well, they were only made by a ntal ice-sheet that covered ia and Antarctica million rs ago."
2114,38,"Permian Pavement Close-Up: There are only a few place in ia you can see evidence of the permian Glaciation. Here is one, Gorge near in is another."
2115,68,Rugged Cliffs: The path continue along the craggy Pre-Cambrian cliff tops.
2116,27,"Boardwalks: Most of thi walk is e on boardwalks. They are well made and designed, and take you everywhere you want to go."
2117,38,Another Layer Cake: Pretty sure these sment are from the Pliocene.
2118,38,": ng the last Ice Age , rs ago, St Gulf wa a large plain. Thi little flow over Pre-Cambrian rock, so it ha been running for much longer than a mere , rs."
2119,19,A hasty retreat: The weather wa closing in - time to go!
2120,30,A last look: The threatening weather only made the view acros the even more dramatic.
2121,0,Captain marker : About metre along the Rower’ Lawn is a marker that commemorate the passing of Captain through thi area in .
2122,52,"Cur Avenue: The road leading up is Cur Avenue, and is named after Stephen Cur, the man George first sent to the district to explore the potential of developing an irrigation colony."
2123,9,"Water Play: Formally the Ornamental Lake (pic attached), thi area mark the site of the old Risby Sawmill, circa . The area wa transformed into a recreation water play are in ."
2124,41,"Nowingi Place - host to outdoor concert and entertainment: The sound shell wa given the name Nowingi, to acknowledge the tremendou community effort that went into fully fighting against a proposed toxic waste dump in the locality of Nowingi."
2125,59,"nd: Cros over the and explore nd. ng ’ rance era (-early ’s), thi nd wa known as Pinkie Bend, due to the amount of illegal liquor drunk on the nd."
2126,20,Variou Sculptures: Along ton and in the Art Centre lawn you will see significant sculpture from the Sculpture Triennial which took place between and .
2127,11,"Art Centre and Cafe: In , an art gallery and theatre were added to Rio h and the whole complex became known as the Art Centre and wa officially opened by Sir Henry Bolte in November ."
2128,32,"The G Hotel: Enter the G Hotel’ main entrance and turn left. To ymy right, you will see a display of historical photos. Through the glas door are one of ’ original s."
2129,4,Prince and Princes of Wale Plaza : Thi is very special as it wa opened by the Prince and Princes of Wale on the th October . Many residence crowded around to see the Princes Diana.
2130,21,"Railway overpass: A walk acros the railway overpas lead back to the riverfront, to ymy car and to the end of thi walk or head down to the King Drive underpas to avoid the stairs."
2131,8,"The ow: A Queen Anne style home, it is in keeping with it revered neighbor. The original owner of the ow wa Lancelot -Gor and later wa home to J.H Shilliday. It remain a private residence."
2132,59,The Wharf: Wharf ha been a vital part of the town and inland river transport system since the s. It wa established by the Progress Committee in to assist the burgeoning river trade.
2133,71,MIldura Rowing Club: Rowing is a popular sport in and the club host an annual Easter Regattum that see crew visit from acros three states. Attached is a photo of the Rowing Club in the floods.
2134,37,"The Powerh: The Powerh, which operated from the ’ through to the ’s, until the S.E.C took over ’ electrus supply. It is now used by several community group inc the Theatre Company"
2135,72,"Jaycee Park: Jaycee Park is adjacent to the Powerh and is a perfect spot for family fun with and fabulou play equipment, BBQ area and shady spots. A large locomotive dominate the grassed area to the front."
2136,46,"MIldura Lawn Tenni Club: One of ia' leading tenni venues, featuring world clas gras courts. In some Davi Cup match were played on these courts, and it attract a number of tournament each r."
2137,59,"Weir: Construction of the Weir n in Aug with the aim of raising both the water level & the pressure from the & irrigation pumps. Picture,:View of Weir from ."
2138,59,: Completed in . Paddle steamer still pas through the daily. The system is the only site on the River where a and weir are seted by an nd. Image: Construction
